acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
128102,ANANÁ EN RODAJAS EN ALMIBAR LIVIANO,774470,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EQUADOR,2024-12-06,11913/891,2027-01-25,SSL 14 TA25 35119,850g
128102,Duraznos en almíbar en mitades,774474,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ODERICH,2024-12-06,8345/55,2026-08-12,ONCDNE,830g
128102,MANGOS EN RODAJAS EN ALMIBAR,774472,Fuera de las condiciones reglamentarias,Resolución S/N/2024 Reglamento Normativo de Productos Art. 1. Producto no registrado en RUNAEV. Decreto 117/006 Resolución GMC 26/03 Art. 3.1a). Presenta dos denominaciones de venta diferentes por lo que la rotulación es confusa en relación al tipo de almíbar.,En condiciones,EQUADOR,2024-12-06,No posee registro,2026-11-15,MSL6KK TA15TNLE 31805,425g
128102,ANANÁ EN RODAJAS EN ALMIBAR LIVIANO,774473,Fuera de las condiciones reglamentarias,Resolución S/N/2024 Reglamento Normativo de Productos (RUNAEV) Art. 10. El registre del producto está vencido.,En condiciones,REVELACIÓN,2024-12-06,25528/391,2025-02-20,20022025 3220,567g
128102,DURAZNOS MITADES EN ALMIBAR LIVIANO,774469,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,REVELACIÓN,2024-12-06,25528/399,2027-01-01,L-42524 09:36 ENV. 01-2024,820g
128102,ANANA EN RODAJAS EN ALMIBAR,774471,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RIO DE LA PLATA,2024-12-06,5529/1741,2027-08-26,18L266,830g
128101,Barra de cereal con baño de repostería y chispas de baño de repostería sabor dulce de leche y vainilla,774468,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,QUAKER,2024-12-05,3086/1308,2025-04-09,100916868,23 G
128101,BARRA DE CEREALES CON SIMIL CHOCOLATE,774464,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AGUA HELADA,2024-12-05,1389/38,2025-01-28,L 32724,45 g
128101,CEREAL EN BARRA ALMENDRAS,774465,Fuera de las condiciones reglamentarias,Resolución S/N/024. Reglamento Normativo de Empresas Locales y Vehículos. Anexo Reglamentario al Convenio Institucional de RUNAEV. Reglamento de Productos Artículo 1. El producto no está registrado.,En condiciones,NATURAL BARS,2024-12-05,No posee registro,2025-05-25,LT 563,45 g
128101,BARRA DE CEREALES SABOR AVELLANA CON COBERTURA SABOR A CHOCOLATE,774466,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NUTRY,2024-12-05,11913/1856,2025-06-16,A2A  008098,66 g
128101,BARRA DE CEREALES SABOR A FRUTILLA CON COBERTURA SABOR A CHOCOLATE,774467,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NUTRY,2024-12-05,11913/1855,2025-08-18,A2A  009668,66 g
127350,PRODUCTO DE COPETÍN A BASE DE HARINA DE MAÍZ CON SABOR A TACO,774460,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BARCEL,2024-12-04,3074/383,2025-01-08,08ENE2025MYLLC01 01,250 g
127350,NACHOS SABOR KETCHUP,774458,Fuera de las condiciones reglamentarias,Resolución S/N/2024 Reglamento Normativo de Productos Art. 1. Producto no registrado en RUNAEV,En condiciones,MACRITAS,2024-12-04,No posee registro,2025-02-28,L180 14:36,90 g
127350,Producto para copetín a base e harina de trigo con sabor a queso,774463,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PALI CHIPS,2024-12-04,3086/1350,2024-12-30,301224 4A 1744AO 83002437,120 g
127350,Producto de copetín frito sabor queso,774456,Fuera de las condiciones reglamentarias,Decreto 315/994 Art. 30.4.6 Índice de peróxido superior al límite establecido. Decreto 117/006 Resolución GMC 26/03 Art. 6.2.3. Se detecta aditivo colorante no declarado en la lista de ingredientes. Resolución GMC 46/03 Art. 3.5.1 El contenido de grasas totales supera en más del 20 % al declarado en el rótulo.,En condiciones,SAVOY,2024-12-04,1192/48,2025-08-31,31/08/2025,400 g
127350,Formitas de harina de maíz sabor queso,774459,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NIKITOS,2024-12-04,1192/2,2025-08-31,31/08/2025,50 g
127350,PALITOS CON SABOR JAMON,774462,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PALI CHIPS,2024-12-04,3086/702,2025-01-20,L199687124 U1,150 g
127350,PAPAS FRITAS SIN GLUTEN,774461,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MARIA BONITA,2024-12-04,1645/431,2025-01-06,240606 09:13 op97 mq06,120 g
127350,Producto de copetín frito sabor jamón,774457,Fuera de las condiciones reglamentarias,Decreto 315/994 Art. 30.4.6. El índice de peróxido es superior al límite establecido. Decreto 117/006 Resolución GMC 26/03 Art. 6.2.3. Se detecta aditivo colorante no declarado en la lista de ingredientes. Resolución GMC 46/03 Art. 3.5.1. El contenido de materia grasa supera en más del 20% al declarado en el rótulo.,En condiciones,SAVOY,2024-12-04,1192/49,2025-08-31,31/08/2025,400 g
127999,Budin sabor chocolate relleno de dulce de leche,774453,Fuera de las condiciones reglamentarias,Decreto 223/016 Resolución GMC 50/97 Anexo 7.3.2. Concentración de conservador ácido sórbico superior al límite.,En condiciones,PUNTA BALLENA,2024-12-03,1645/641,2025-02-12,3194 h 15:37,275g
127999,TORTA SABOR COCO CON RELLENO SABOR CHOCOLATE,774454,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021. Por lo declarado en la información nutricional debe presentar rotulado frontal con octógonos por exceso de azúcares. de grasas totales y de grasas saturadas.,Fuera de condiciones,RENATA,2024-12-03,20588/435,2025-08-01,01/08/2025 1.1.08,300g
127999,BUDIN SABOR CHOCOLATE,774450,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEMAS,2024-12-03,12/505,2025-03-25,270 B8 18:24:17,180g
127999,BUDIN CON FRUTAS,774449,Fuera de las condiciones reglamentarias,Resolución S/N/2024 Reglamento Normativo de Productos. Art. 1. Producto no registrado en RUNAEV,En condiciones,BONAFIDE,2024-12-03,No posee registro,2025-03-06,251 23:09 L2,200g
127999,TORTA SABOR CHOCOLATE CON RELLENO SABOR CHOCOLATE,774455,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021. Por lo declarado en la información nutricicional debe presentar rotulado frontal por exceso de azúcares. grasas totales y grasas saturadas. Decreto 117/006 Resolución GMC 26/03 Art. 6.4.1.. El número de registro que figura en el rótulo no corresponde al producto.,Fuera de condiciones,RENATA,2024-12-03,20588/433,2025-08-02,02/08/25 1.1.11,300g
127999,BUDIN SABOR VAINILLA Y SABOR CHOCOLATE,774451,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEMAS,2024-12-03,12/502,2025-03-25,L270 B7 15:01:28,180g
127999,BUDIN INGLES,774452,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEFA,2024-12-03,12/1133,2025-05-06,L312 B9 08:57:44,200g
127999,BUDÍN SABOR VAINILLA,774448,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BONAFIDE,2024-12-03,23893/3044,2025-03-08,253 16:07 L2,200 g
127997,Helado crema de dulce de leche con granizado de chocolate,774442,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-12-02,1395/1152,2026-07-23,260723 C,525 g / 1 L
127997,Crema helada sabor vainilla,774447,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-12-02,1712/59,2026-08-31,15  15:06,500 g / 1 L
127997,Crema helada sabor flan con salsa de dulce de leche,774445,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-12-02,1712/364,2026-05-31,13   08:09,500 g / 1L
127997,Crema helada sabor vainilla con salsas de dulce de leche y chocolate,774444,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-12-02,1712/365,2026-03-31,12  07:11,500 g / 1 L
127997,Crema helada sabor sambayón. dulce de leche y chocolate,774443,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-12-02,1712/363,2026-03-31,05   06:57,500 g / 1 L
127997,Helado de leche sabor frutilla con salsa de frutilla,774446,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CRUFI,2024-12-02,1712/160,2026-03-31,20  12:38,1 L / 500 g
127996,PANETTONE CON FRUTAS,774437,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NEVARES,2024-11-27,5429/1012,2025-09-02,L3552,400g
127996,BUDÍN SABOR CHOCOLATE,774439,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-11-27,4463/2272,2024-12-10,165,200g
127996,PAN DULCE,774434,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA MALLORQUINA,2024-11-27,961/160,2025-04-09,09/04/2025,400g
127996,BUDIN SABOR CHOCOLATE CON CHISPAS SABOR CHOCOLATE Y  RELLENO CON DULCE DE LECHE,774441,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BLACK - PORTEZUELO,2024-11-27,12/797,2025-02-16,263,240g
127996,BUDIN SABOR VAINILLA RELLENO DE DULCE DE LECHE,774440,Fuera de las condiciones reglamentarias,Resolución S/N/2024. Reglamento Normativo de Productos Art. 1. Producto no registrado en RUNAEV. Decreto 223/016 Art. 7.3.2.. Concentración de ácido sórbico superior al límite establecido.,En condiciones,LAPATAIA,2024-11-27,No posee registro,2024-12-21,1025,330g
127996,PAN DULCE,774438,Fuera de las condiciones reglamentarias,Resolución S/N/2024. Reglamento Normativo de Productos. Art. 1. Producto no registrado en RUNAEV,En condiciones,BONAFIDE,2024-11-27,No posee registro,2025-04-30,27434,400g
127996,PAN DULCE,774435,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PORTEZUELO,2024-11-27,12/360,2025-07-05,L187 16:31:06,600g
127996,PAN DULCE,774436,Fuera de las condiciones reglamentarias,Decreto 153/001 (modificativo del Art. 18.3.23 del Decreto 315/994). Porcentaje de frutas inferior al mínimo.,En condiciones,PRECIO LÍDER,2024-11-27,4463/1300,2025-07-10,L192,400g
127994,CASTAÑAS DE CAJÚ TOSTADAS,774433,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SIN  MARCA,2024-11-26,25386/97,2026-07-01,45595,500 g
127995,AVELLANAS TOSTADAS PELADAS SIN PIEL,774429,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL GRANERO,2024-11-26,19976/407,2025-07-06,06/07/25,400 g
127994,MANÍ TOSTADO Y SALADO,774430,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SIN  MARCA,2024-11-26,394/1124,2025-05-14,45568,1 Kg
127994,ALMENDRAS SIN CASCARA,774431,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SIN  MARCA,2024-11-26,25386/114,2025-08-13,45611,500 g
127994,Nuez Pecan Pelada,774432,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NITER,2024-11-26,11/55,2025-12-31,45586,350 g
127995,ALMENDRAS PELADAS,774428,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL GRANERO,2024-11-26,19976/220,2026-07-01,07/01/26,400 g
128048,Leche descremada pasteurizada. Libre de gluten,774421,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-11-25,18357/2,2024-12-01,B1 09:16,1 l
128048,Leche descremada ultrapasteurizada,774422,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-11-25,18357/141,2025-02-05,C/2 17.1.2 15:14:09,1 l
128048,Leche entera ultrapasteurizada,774423,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-11-25,18357/140,2025-02-06,C/1 17.1.3  15:52:58,1 L
128049,Leche entera ultrapasteurizada,774427,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-11-25,18138/342,2025-02-04,C/2 16.1.3,1 L
127993,PAN DULCE,774420,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BAGLEY,2024-11-22,1409/8354,2025-05-19,232 16:41 TPK1,400g
127993,Budin marmolado,774417,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-11-22,1409/7660,2025-03-27,P 212 01:17,215g
127993,PANETTONE CON FRUTAS,774413,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-11-22,1409/8752,2025-02-01,lc 124186 10:19 1,500g
127993,Budín sin frutas,774416,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BAGLEY,2024-11-22,1409/8358,2025-05-03,P 249 13:01,215g
127993,Budín con trocitos de chocolate,774415,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-11-22,1409/8007,2025-03-12,P 197 14:22,215g
127993,Budín sabor chocolate con trocitos de chocolate,774419,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AGUILA D'OR,2024-11-22,1409/7136,2025-04-24,CO 1 237 04:30,215g
127993,PANETTONE CON TROCITOS DE BAÑO DE REPOSTERÍA,774414,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-11-22,1409/8761,2025-03-06,lc 124191 15:52 1,500g
